Sr No.,Student Name,Registration No.,Department,University,Degree Level,Country,City,Semester,Section,No. of Pending Courses,Pending Type,Pending Courses Name
1383,Aisha Müller,PHD21-BA-076,Business Administration,Khalifa University,PhD,United Arab Emirates,Dubai,4th,B,0,All Clear,None
1384,Daniel Thomas,MS22-DA-199,Data Analytics,Khalifa University,MS,United Arab Emirates,Abu Dhabi,2nd,B,1,Not Registered,Data Visualization
1385,Ananya Ahmed,MASTER24-DA-045,Data Analytics,University of the Punjab,Master,Pakistan,Rawalpindi,2nd,D,1,Fail,Communication Skills
1386,Amara Garcia,MPHIL25-MST-194,Mathematics,Indian Institute of Science (IISc),Mphil,India,Kolkata,6th,B,0,All Clear,None
1387,Aisha Ahmed,BS25-GD-206,Graphic Design,University of Toronto,BS,Canada,Montreal,3rd,D,1,Withdraw,Professional Ethics
1388,Yusuf Das,MPHIL23-GD-105,Graphic Design,UNSW Sydney,Mphil,Australia,Canberra,2nd,D,0,All Clear,None
1389,James Wong,MASTER23-CE-147,Civil Engineering,Indian Institute of Technology (IIT) Delhi,Master,India,Kolkata,2nd,B,0,All Clear,None
1390,Zahra Taylor,MASTER25-DS-070,Data Science,Harvard University,Master,United States,Stanford,3rd,B,0,All Clear,None
1391,Lucas Hussein,MS25-CE-101,Civil Engineering,COMSATS University Islamabad,MS,Pakistan,Islamabad,1st,A,1,Not Registered,Fluid Mechanics
1392,Syed Smith,BS21-CS-097,Computer Science,Karlsruhe Institute of Technology,BS,Germany,Heidelberg,4th,C,0,All Clear,None
1393,Hamza Shah,MPHIL24-CS-199,Computer Science,Universiti Teknologi Malaysia,Mphil,Malaysia,Penang,2nd,C,0,All Clear,None
1394,Abdul Lopez,MASTER23-BA-070,Business Administration,United Arab Emirates University,Master,United Arab Emirates,Dubai,3rd,A,0,All Clear,None
1395,Hamza Malik,MPHIL22-EST-186,Economics,King Fahd University of Petroleum and Minerals,Mphil,Saudi Arabia,Dhahran,7th,B,0,All Clear,None
1396,Mia Al-Farsi,MPHIL24-DA-237,Data Analytics,Ludwig Maximilian University of Munich,Mphil,Germany,Berlin,1st,A,0,All Clear,None
1397,Amara Kim,MPHIL23-CS-018,Computer Science,University of Edinburgh,Mphil,United Kingdom,Manchester,1st,D,1,Withdraw,Database Systems
1398,Rahul Brown,MS24-SE-140,Software Engineering,Stanford University,MS,United States,Cambridge,4th,C,1,Not Registered,Software Quality Assurance
1399,Sneha Gonzalez,MASTER25-SST-172,Statistics,Georgia Institute of Technology,Master,United States,Stanford,2nd,B,0,All Clear,None
1400,James Hernandez,MPHIL24-EST-020,Economics,King Fahd University of Petroleum and Minerals,Mphil,Saudi Arabia,Riyadh,7th,A,1,Fail,Pakistan Studies
1401,Amit Tan,BS21-SE-250,Software Engineering,National University of Sciences and Technology (NUST),BS,Pakistan,Faisalabad,3rd,D,1,Not Registered,Software Requirement Engineering
1402,Noah Al-Mansoori,MASTER25-GD-044,Graphic Design,All India Institute of Medical Sciences (AIIMS),Master,India,New Delhi,2nd,B,1,Dropped,Digital Illustration
1403,Ravi Wong,MS24-ME-044,Mechanical Engineering,"University of California, Berkeley",MS,United States,Atlanta,2nd,B,0,All Clear,None
1404,Carlos Gonzalez,MS21-CE-218,Civil Engineering,University of Queensland,MS,Australia,Perth,7th,B,0,All Clear,None
1405,Yusuf Malik,BS21-GD-127,Graphic Design,American University of Sharjah,BS,United Arab Emirates,Sharjah,6th,B,1,Not Registered,Brand Identity Design
1406,Abdul Haider,MASTER24-MST-139,Mathematics,Lahore University of Management Sciences (LUMS),Master,Pakistan,Rawalpindi,3rd,A,0,All Clear,None
1407,Ahmad Ali,MPHIL23-BA-004,Business Administration,University of Cambridge,Mphil,United Kingdom,Cambridge,6th,B,3,Not Registered,"Communication Skills, Corporate Finance, Organizational Behavior"
1408,Yusuf Ali,PHD24-CS-194,Computer Science,Georgia Institute of Technology,PhD,United States,Stanford,3rd,C,0,All Clear,None
1409,Ji-woo Schneider,MPHIL25-ME-074,Mechanical Engineering,University of the Punjab,Mphil,Pakistan,Faisalabad,4th,D,4,Dropped,"Kinematics of Machinery, Thermodynamics, Manufacturing Processes, Professional Ethics"
1410,Lucas Thomas,PHD22-MST-077,Mathematics,Universiti Teknologi Malaysia,PhD,Malaysia,Johor Bahru,7th,C,2,Fail,"Islamic Studies / Ethics, English Composition"
1411,Liam Kim,BS25-BA-118,Business Administration,American University of Sharjah,BS,United Arab Emirates,Al Ain,5th,C,2,Dropped,"English Composition, Financial Accounting"
1412,Sophia Martinez,MASTER25-ME-197,Mechanical Engineering,Australian National University,Master,Australia,Canberra,8th,D,1,Withdraw,Pakistan Studies
1413,Mia Fischer,PHD25-CS-127,Computer Science,King Fahd University of Petroleum and Minerals,PhD,Saudi Arabia,Dhahran,2nd,D,0,All Clear,None
1414,Michael Kumar,PHD25-GD-148,Graphic Design,University of Edinburgh,PhD,United Kingdom,Manchester,8th,B,0,All Clear,None
1415,Jessica Gonzalez,PHD23-BA-014,Business Administration,University of the Punjab,PhD,Pakistan,Karachi,1st,D,2,Dropped,"Strategic Management, Organizational Behavior"
1416,Emily Davis,MASTER23-BA-231,Business Administration,Karlsruhe Institute of Technology,Master,Germany,Aachen,1st,A,0,All Clear,None
1417,Zahra Ali,MS22-DS-036,Data Science,University of Sydney,MS,Australia,Sydney,7th,D,0,All Clear,None
1418,Rahul Lopez,MS22-BA-140,Business Administration,Universiti Penyelidikan,MS,Malaysia,Kuala Lumpur,3rd,C,1,Dropped,Marketing Management
1419,Jessica Sharma,PHD24-DA-043,Data Analytics,University of Toronto,PhD,Canada,Montreal,6th,D,1,Withdraw,Islamic Studies / Ethics
1420,Daniel Tan,PHD21-ME-144,Mechanical Engineering,Indian Institute of Technology (IIT) Bombay,PhD,India,Bangalore,6th,A,1,Fail,Communication Skills
1421,Ji-woo Kumar,PHD24-GD-198,Graphic Design,King Saud University,PhD,Saudi Arabia,Dhahran,6th,A,1,Fail,UI/UX Design
1422,Sophia Schneider,PHD24-BA-043,Business Administration,University of Alberta,PhD,Canada,Toronto,2nd,A,0,All Clear,None
1423,Ahmad Singh,MS22-EST-101,Economics,American University of Sharjah,MS,United Arab Emirates,Sharjah,5th,A,0,All Clear,None
1424,John Hernandez,MPHIL22-CS-094,Computer Science,University of Sydney,Mphil,Australia,Brisbane,6th,B,0,All Clear,None
1425,Sneha Malik,PHD23-PST-012,Psychology,University of Delhi,PhD,India,Chennai,2nd,B,0,All Clear,None
1426,Muhammad Patel,BS22-PST-117,Psychology,Universiti Penyelidikan,BS,Malaysia,Kuala Lumpur,5th,A,0,All Clear,None
1427,Ali Anderson,BS23-ME-034,Mechanical Engineering,United Arab Emirates University,BS,United Arab Emirates,Dubai,3rd,D,0,All Clear,None
1428,Sofia Hussein,MS24-GD-015,Graphic Design,American University of Sharjah,MS,United Arab Emirates,Sharjah,3rd,C,2,Not Registered,"3D Modeling, English Composition"
1429,Carlos Sharma,MPHIL25-CE-109,Civil Engineering,University of British Columbia,Mphil,Canada,Vancouver,6th,C,2,Fail,"Pakistan Studies, Transportation Engineering"
1430,Sneha Sharma,PHD21-DS-035,Data Science,University of Edinburgh,PhD,United Kingdom,Cambridge,2nd,A,3,Dropped,"Introduction to Data Science, Artificial Intelligence, Deep Learning"
1431,Michael Jones,MS23-BA-223,Business Administration,Australian National University,MS,Australia,Perth,2nd,B,0,All Clear,None
1432,Sneha Lee,MASTER22-SE-175,Software Engineering,Indian Institute of Technology (IIT) Delhi,Master,India,Bangalore,1st,B,0,All Clear,None
1433,Zahra Fischer,PHD24-ME-037,Mechanical Engineering,McGill University,PhD,Canada,Edmonton,7th,D,0,All Clear,None
1434,Sarah Haider,MASTER22-BA-094,Business Administration,University of Delhi,Master,India,Chennai,5th,D,3,Withdraw,"Corporate Finance, Human Resource Management, Financial Accounting"
1435,James Johnson,PHD22-PST-052,Psychology,United Arab Emirates University,PhD,United Arab Emirates,Abu Dhabi,2nd,B,0,All Clear,None
1436,Ahmad Wong,BS22-CS-107,Computer Science,University of engineering and Technology (UET) Lahore,BS,Pakistan,Faisalabad,7th,A,0,All Clear,None
1437,Sophia Ali,MPHIL25-CE-181,Civil Engineering,University of Cambridge,Mphil,United Kingdom,Manchester,1st,B,0,All Clear,None
1438,Ravi Singh,MASTER25-SE-161,Software Engineering,King Abdulaziz University,Master,Saudi Arabia,Jeddah,8th,C,0,All Clear,None
1439,Ji-woo Williams,BS25-EST-210,Economics,University College London (UCL),BS,United Kingdom,Cambridge,6th,B,1,Not Registered,Communication Skills
1440,Sophia Rodriguez,MS21-ME-118,Mechanical Engineering,"University of California, Berkeley",MS,United States,Boston,8th,A,1,Withdraw,Professional Ethics
1441,Jessica Miller,BS25-DA-245,Data Analytics,Indian Institute of Science (IISc),BS,India,Kolkata,6th,B,0,All Clear,None
1442,Fatima Schmidt,MS21-GD-164,Graphic Design,Universiti Malaya (UM),MS,Malaysia,Johor Bahru,2nd,D,0,All Clear,None
1443,Olivia Müller,MS25-MST-053,Mathematics,American University of Sharjah,MS,United Arab Emirates,Abu Dhabi,6th,C,0,All Clear,None
1444,Daniel Davis,MASTER24-CS-075,Computer Science,McGill University,Master,Canada,Waterloo,8th,D,0,All Clear,None
1445,Jessica Malik,MPHIL25-DS-212,Data Science,University of the Punjab,Mphil,Pakistan,Karachi,8th,A,1,Not Registered,Internship
1446,Emily Hernandez,MS24-SE-182,Software Engineering,Stanford University,MS,United States,Boston,8th,D,1,Fail,Pakistan Studies
1447,Abdul Ali,BS21-DA-141,Data Analytics,United Arab Emirates University,BS,United Arab Emirates,Abu Dhabi,2nd,B,0,All Clear,None
1448,Omar Hernandez,MASTER23-ME-171,Mechanical Engineering,COMSATS University Islamabad,Master,Pakistan,Karachi,8th,D,0,All Clear,None
1449,Syed Anderson,BS23-GD-061,Graphic Design,University of Cambridge,BS,United Kingdom,Manchester,1st,B,2,Dropped,"Critical Thinking, Professional Ethics"
1450,Emma Müller,BS21-CE-006,Civil Engineering,Universiti Penyelidikan,BS,Malaysia,Kuala Lumpur,6th,B,2,Withdraw,"Professional Ethics, Pakistan Studies"
1451,Lucas Martinez,MS21-DS-157,Data Science,University of Melbourne,MS,Australia,Melbourne,8th,C,1,Dropped,Data Warehousing
1452,Rahul Smith,BS22-CE-188,Civil Engineering,Stanford University,BS,United States,Atlanta,2nd,B,0,All Clear,None
1453,Michael Smith,MASTER21-BA-156,Business Administration,Indian Institute of Technology (IIT) Bombay,Master,India,New Delhi,7th,D,1,Dropped,Organizational Behavior
1454,Liam Garcia,BS23-DA-170,Data Analytics,Technical University of Munich,BS,Germany,Heidelberg,2nd,A,3,Not Registered,"Big Data Analytics, Islamic Studies / Ethics, Communication Skills"
1455,Emma Kim,MASTER21-MST-170,Mathematics,University of engineering and Technology (UET) Lahore,Master,Pakistan,Faisalabad,7th,C,0,All Clear,None
1456,Ahmad Thomas,MPHIL21-DA-203,Data Analytics,University of Alberta,Mphil,Canada,Toronto,3rd,A,0,All Clear,None
1457,Sarah Schneider,BS23-SE-097,Software Engineering,Karlsruhe Institute of Technology,BS,Germany,Heidelberg,6th,B,0,All Clear,None
1458,Ali Hernandez,MPHIL25-SE-153,Software Engineering,Universiti Malaya (UM),Mphil,Malaysia,Johor Bahru,7th,A,0,All Clear,None
1459,Sarah Anderson,MS22-CS-109,Computer Science,Universiti Penyelidikan,MS,Malaysia,Kuala Lumpur,8th,A,1,Fail,Computer Networks
1460,Syed Miller,MPHIL24-SST-239,Statistics,University of British Columbia,Mphil,Canada,Vancouver,2nd,B,0,All Clear,None
1461,Anya Smith,MASTER22-DA-154,Data Analytics,Harvard University,Master,United States,Atlanta,4th,D,0,All Clear,None
1462,Ananya Lopez,MASTER22-CS-033,Computer Science,King Saud University,Master,Saudi Arabia,Riyadh,7th,A,1,Dropped,Operating Systems
1463,Hamza Jones,MPHIL21-PST-158,Psychology,University of Oxford,Mphil,United Kingdom,Cambridge,1st,B,0,All Clear,None
1464,Priya Fischer,MASTER21-BA-095,Business Administration,RWTH Aachen University,Master,Germany,Berlin,6th,D,0,All Clear,None
1465,Sophia Brown,MS22-GD-215,Graphic Design,University of Sydney,MS,Australia,Sydney,4th,C,1,Not Registered,Brand Identity Design
1466,Ananya Lee,BS22-CS-026,Computer Science,COMSATS University Islamabad,BS,Pakistan,Faisalabad,4th,A,0,All Clear,None
1467,Amara Brown,MASTER23-DA-115,Data Analytics,University of Toronto,Master,Canada,Waterloo,1st,A,0,All Clear,None
1468,Ahmad Martinez,MPHIL25-CS-011,Computer Science,Universiti Malaya (UM),Mphil,Malaysia,Johor Bahru,1st,D,0,All Clear,None
1469,Hamza Thomas,MS23-CE-249,Civil Engineering,Stanford University,MS,United States,Boston,6th,A,0,All Clear,None
1470,James Ahmed,MASTER21-MST-145,Mathematics,University of Waterloo,Master,Canada,Montreal,3rd,A,0,All Clear,None
1471,Sneha Schneider,MPHIL23-BA-128,Business Administration,UNSW Sydney,Mphil,Australia,Perth,8th,D,0,All Clear,None
1472,David Malik,MS23-SE-215,Software Engineering,Georgia Institute of Technology,MS,United States,Boston,4th,D,0,All Clear,None
1473,Michael Al-Farsi,MPHIL21-CS-009,Computer Science,RWTH Aachen University,Mphil,Germany,Heidelberg,2nd,B,0,All Clear,None
1474,Zahra Ahmed,BS21-GD-204,Graphic Design,University of Waterloo,BS,Canada,Waterloo,5th,C,0,All Clear,None
1475,Muhammad Ahmed,MASTER23-BA-150,Business Administration,King Saud University,Master,Saudi Arabia,Dhahran,2nd,C,0,All Clear,None
1476,Zain Kumar,BS22-EST-011,Economics,United Arab Emirates University,BS,United Arab Emirates,Sharjah,6th,B,0,All Clear,None
1477,Min-jun Wong,MPHIL24-EST-164,Economics,Universiti Teknologi Malaysia,Mphil,Malaysia,Kuala Lumpur,8th,D,0,All Clear,None
1478,Siddharth Schneider,MASTER25-EST-192,Economics,Stanford University,Master,United States,Berkeley,2nd,D,0,All Clear,None
1479,Hamza Al-Mansoori,MS24-DA-147,Data Analytics,RWTH Aachen University,MS,Germany,Munich,8th,C,0,All Clear,None
1480,Zahra Müller,MS21-GD-157,Graphic Design,Indian Institute of Technology (IIT) Bombay,MS,India,Bangalore,4th,C,0,All Clear,None
1481,Emma Shah,MASTER21-DA-132,Data Analytics,COMSATS University Islamabad,Master,Pakistan,Karachi,3rd,A,0,All Clear,None
1482,Syed Wilson,MASTER21-CS-218,Computer Science,United Arab Emirates University,Master,United Arab Emirates,Al Ain,1st,B,1,Dropped,Pakistan Studies
1483,Emily Williams,PHD24-EST-247,Economics,Universiti Teknologi Malaysia,PhD,Malaysia,Johor Bahru,8th,B,0,All Clear,None
1484,Carlos Ali,PHD23-BA-078,Business Administration,American University of Sharjah,PhD,United Arab Emirates,Sharjah,1st,A,0,All Clear,None
1485,Lucas Singh,PHD24-SE-239,Software Engineering,University of Oxford,PhD,United Kingdom,Edinburgh,4th,D,0,All Clear,None
1486,Sophia Kumar,PHD24-DS-171,Data Science,University of Oxford,PhD,United Kingdom,Oxford,1st,D,0,All Clear,None
1487,Ahmad Williams,BS22-EST-131,Economics,University of Cambridge,BS,United Kingdom,Edinburgh,5th,D,2,Fail,"Pakistan Studies, Communication Skills"
1488,Hamza Anderson,MASTER21-DA-151,Data Analytics,Karlsruhe Institute of Technology,Master,Germany,Berlin,7th,D,0,All Clear,None
1489,Sneha Khan,MASTER24-EST-231,Economics,Harvard University,Master,United States,Boston,2nd,C,0,All Clear,None
1490,Siddharth Patel,PHD21-DS-200,Data Science,Indian Institute of Technology (IIT) Bombay,PhD,India,Chennai,4th,C,1,Not Registered,Pakistan Studies
1491,Carlos Gonzalez,MPHIL23-BA-240,Business Administration,Universiti Penyelidikan,Mphil,Malaysia,Johor Bahru,7th,D,0,All Clear,None
1492,Liam Haider,MPHIL22-ME-144,Mechanical Engineering,University of engineering and Technology (UET) Lahore,Mphil,Pakistan,Rawalpindi,3rd,A,0,All Clear,None
1493,Anya Kim,PHD25-SE-033,Software Engineering,Ludwig Maximilian University of Munich,PhD,Germany,Heidelberg,4th,D,0,All Clear,None
1494,Sneha Garcia,MASTER23-ME-102,Mechanical Engineering,Universiti Malaya (UM),Master,Malaysia,Penang,4th,A,0,All Clear,None
1495,Priya Johnson,BS22-GD-213,Graphic Design,Khalifa University,BS,United Arab Emirates,Al Ain,2nd,A,0,All Clear,None
1496,John Lopez,MS22-BA-122,Business Administration,All India Institute of Medical Sciences (AIIMS),MS,India,Kolkata,4th,D,1,Dropped,Human Resource Management
1497,Aisha Ahmed,PHD22-ME-093,Mechanical Engineering,University of engineering and Technology (UET) Lahore,PhD,Pakistan,Karachi,2nd,D,2,Fail,"English Composition, Kinematics of Machinery"
1498,James Thomas,MASTER23-CS-008,Computer Science,University of Toronto,Master,Canada,Edmonton,6th,A,1,Not Registered,Object Oriented Programming
1499,Carlos Kim,MS21-ME-222,Mechanical Engineering,King Saud University,MS,Saudi Arabia,Jeddah,5th,A,0,All Clear,None
1500,Ananya Wong,BS21-DS-202,Data Science,United Arab Emirates University,BS,United Arab Emirates,Al Ain,8th,C,0,All Clear,None
1501,Ji-woo Kim,MASTER25-GD-207,Graphic Design,UNSW Sydney,Master,Australia,Canberra,5th,D,2,Not Registered,"English Composition, 3D Modeling"
1502,Zahra Wilson,BS23-PST-206,Psychology,Khalifa University,BS,United Arab Emirates,Sharjah,6th,C,1,Dropped,Social Psychology
1503,Siddharth Khan,MASTER23-SST-030,Statistics,Universiti Teknologi Malaysia,Master,Malaysia,Kuala Lumpur,6th,B,0,All Clear,None
1504,Ananya Kumar,PHD22-MST-106,Mathematics,"University of California, Berkeley",PhD,United States,Boston,7th,B,1,Withdraw,Islamic Studies / Ethics
1505,Ali Smith,BS21-EST-153,Economics,McGill University,BS,Canada,Montreal,7th,D,2,Fail,"International Trade, Islamic Studies / Ethics"
1506,Anya Lee,MPHIL25-SST-112,Statistics,Universiti Penyelidikan,Mphil,Malaysia,Kuala Lumpur,7th,D,0,All Clear,None
1507,Priya Kumar,MPHIL24-GD-222,Graphic Design,Technical University of Munich,Mphil,Germany,Aachen,3rd,A,0,All Clear,None
1508,Fatima Lopez,PHD22-SST-201,Statistics,King Fahd University of Petroleum and Minerals,PhD,Saudi Arabia,Riyadh,8th,C,0,All Clear,None
1509,Rahul Das,MS22-DA-219,Data Analytics,Universiti Malaya (UM),MS,Malaysia,Penang,6th,C,0,All Clear,None
1510,Min-jun Schneider,BS23-SST-059,Statistics,Heidelberg University,BS,Germany,Aachen,7th,C,2,Dropped,"Pakistan Studies, Bayesian Statistics"
1511,Liam Hussein,MS24-DA-178,Data Analytics,University of Cambridge,MS,United Kingdom,Oxford,5th,B,1,Fail,Professional Ethics
1512,Jessica Anderson,BS21-GD-024,Graphic Design,UNSW Sydney,BS,Australia,Melbourne,2nd,A,0,All Clear,None
1513,Sophia Schmidt,BS25-SST-102,Statistics,Khalifa University,BS,United Arab Emirates,Dubai,1st,A,0,All Clear,None
1514,Liam Haider,BS23-MST-115,Mathematics,King Saud University,BS,Saudi Arabia,Jeddah,3rd,C,0,All Clear,None
1515,Emily Davis,MASTER21-BA-053,Business Administration,Heidelberg University,Master,Germany,Heidelberg,2nd,B,0,All Clear,None
1516,Carlos Smith,MASTER24-MST-142,Mathematics,University of Delhi,Master,India,Bangalore,6th,D,0,All Clear,None
1517,Emily Lee,MS22-ME-129,Mechanical Engineering,Imperial College London,MS,United Kingdom,London,5th,B,0,All Clear,None
1518,Priya Singh,BS23-SST-167,Statistics,McGill University,BS,Canada,Montreal,7th,C,0,All Clear,None
1519,Liam Thomas,MS25-CS-158,Computer Science,University of Cambridge,MS,United Kingdom,Oxford,4th,B,2,Not Registered,"Islamic Studies / Ethics, Communication Skills"
1520,David Al-Mansoori,MS22-GD-008,Graphic Design,"University of California, Berkeley",MS,United States,Berkeley,4th,C,0,All Clear,None
1521,Omar Haider,MS25-BA-016,Business Administration,American University of Sharjah,MS,United Arab Emirates,Dubai,2nd,D,2,Dropped,"Organizational Behavior, Human Resource Management"
1522,Min-jun Lopez,MS23-PST-185,Psychology,University of engineering and Technology (UET) Lahore,MS,Pakistan,Karachi,1st,D,0,All Clear,None
1523,Ali Khan,MPHIL21-MST-132,Mathematics,Imperial College London,Mphil,United Kingdom,Manchester,4th,C,0,All Clear,None
1524,Omar Rodriguez,MPHIL23-ME-066,Mechanical Engineering,RWTH Aachen University,Mphil,Germany,Karlsruhe,2nd,D,0,All Clear,None
1525,Zain Al-Farsi,BS25-GD-159,Graphic Design,University of Sydney,BS,Australia,Sydney,4th,C,0,All Clear,None
